,Company_Name,Company_Type,HeadQuater,Company_Age,Total_employee,reviews,ratings
8016,Kuber Enterprise...,"Kochi,Kerala + 6 more",23 years old,,,(58 Reviews),4.3
8017,Minda Silca Engi...,Greater Noida + 2 more,16 years old,501-1k Employees (India),,(58 Reviews),4.3
8018,Onegene,Chennai + 2 more,,,,(58 Reviews),3.1
8019,Rathi Transpower,Pune + 2 more,39 years old,51-200 Employees (India),,(58 Reviews),3.7
8020,Dsm Shared Servi...,Private,Heerlen,120 years old,201-500 Employees (India),(58 Reviews),4.2
8021,Trn Energy,Raipur + 5 more,16 years old,1k-5k Employees (India),,(58 Reviews),3.7
8022,TARV TECHNOLOGIE...,Public,"Chennai,Tamil Nadu + 15 more",15 years old,1k-5k Employees (Global),(58 Reviews),3.7
8023,Being human,Private,Mumbai + 19 more,15 years old,1k-5k Employees (Global),(58 Reviews),4.3
8024,Al Ansari Tradin...,Muscat + 1 more,47 years old,,,(58 Reviews),3.2
8025,Mani Group,Kolkata + 3 more,1k-5k Employees (India),,,(58 Reviews),3.5
8026,RCS Technologies,Private,Bengaluru + 11 more,31 years old,11-50 Employees (India),(58 Reviews),3.5
8027,RGBSI,"Troy,Michigan + 4 more",25 years old,201-500 Employees (India),,(58 Reviews),4
8028,AVON TUBETECH,Private,Palwal + 4 more,25 years old,51-200 Employees (India),(58 Reviews),2.9
8029,Elcomponics Sale...,Private,Noida + 4 more,34 years old,501-1k Employees (India),(58 Reviews),2.4
8030,North West Carry...,Private,"Gurgaon/Gurugram,Haryana + 15 more",24 years old,201-500 Employees (Global),(58 Reviews),4.2
8031,VOLTECH O AND M ...,Chennai + 10 more,13 years old,11-50 Employees (India),,(58 Reviews),4.2
8032,Saudi Iron And S...,Al Jubail + 5 more,43 years old,,,(58 Reviews),4.2
8033,Phi Seeds,Private,Hyderabad + 20 more,46 years old,10k-50k Employees (Global),(58 Reviews),4.2
8034,Hindustan Dorr O...,Private,"Mumbai,Maharashtra + 5 more",48 years old,501-1k Employees (Global),(58 Reviews),3.7
8035,Lexus Motors,Private,Kolkata + 5 more,31 years old,501-1k Employees (India),(58 Reviews),3.7
8036,Windals Precisio...,Private,Mumbai + 3 more,32 years old,501-1k Employees (Global),(58 Reviews),4
8037,MAP Systems,Private,"Bangalore/Bengaluru,Karnataka + 1 more",29 years old,51-200 Employees (India),(58 Reviews),3.5
8038,Enquero,Private,"Milpitas,California + 2 more",8 years old,501-1k Employees (India),(58 Reviews),4.2
8039,Radius Global So...,Minneapolis + 1 more,9 years old,1k-5k Employees (Global),,(58 Reviews),3
8040,Naresh Kumar & C...,Private,Kolkata + 13 more,97 years old,201-500 Employees (India),(58 Reviews),4.4
8041,CBSE,Private,Delhi + 31 more,5k-10k Employees (Global),,(58 Reviews),4
8042,Surat Goods Tran...,Private,Mumbai + 22 more,59 years old,1k-5k Employees (India),(58 Reviews),3.8
8043,SVAM Power Plant...,Private,Faridabad + 7 more,41 years old,51-200 Employees (India),(58 Reviews),4.2
8044,Unify Technologi...,Private,"Bellevue,WA + 4 more",7 years old,201-500 Employees (India),(58 Reviews),3.5
8045,NeST Information...,"Kochi/Cochin,Kerala + 4 more",24 years old,501-1k Employees (India),,(58 Reviews),4.1
8046,Citizens Hospita...,Private,"Hyderabad/Secunderabad,Telangana + 1 more",10 years old,51-200 Employees (India),(58 Reviews),4.6
8047,Elcomponics Sale...,Private,Noida + 4 more,34 years old,501-1k Employees (India),(58 Reviews),2.4
8048,Saveetha Univers...,Private,Chennai + 7 more,34 years old,201-500 Employees (India),(58 Reviews),4.2
8049,Ray Business Tec...,Private,"Hyderabad/Secunderabad,Telangana",14 years old,51-200 Employees (India),(58 Reviews),3.8
8050,Tilaknagar Indus...,Public,"Mumbai,Maharashtra + 6 more",89 years old,1k-5k Employees (India),(58 Reviews),4
8051,TeraSoftware,Public,Hyderabad + 11 more,28 years old,501-1k Employees (India),(58 Reviews),4
8052,Hindustan Dorr O...,Private,"Mumbai,Maharashtra + 5 more",48 years old,501-1k Employees (Global),(58 Reviews),3.7
8053,BPO Systems,Private,"Walnut Creek,California + 23 more",22 years old,51-200 Employees (Global),(58 Reviews),3.7
8054,IANT,Private,Vadodara + 23 more,23 years old,1k-5k Employees (Global),(58 Reviews),3.4
8055,Classic Auto Tub...,Private,Pune + 4 more,26 years old,201-500 Employees (India),(58 Reviews),4
8056,NRP Projects,Private,Chennai + 11 more,58 years old,51-200 Employees (India),(58 Reviews),4.3
8057,Information Serv...,Private,"Stamford,Connecticut + 3 more",16 years old,201-500 Employees (India),(58 Reviews),4.2
8058,Geometric,Public,"Noida,Uttar Pradesh + 3 more",38 years old,5k-10k Employees (Global),(58 Reviews),3.5
8059,Hush Puppies,Private,"Bangalore,Karnataka + 16 more",4 years old,51-200 Employees (India),(58 Reviews),4.2
8060,Zeiss Pharma,Private,Baddi + 6 more,8 years old,,(58 Reviews),4
8061,ITELLIGENCE INDI...,Bielefeld + 3 more,34 years old,1k-5k Employees (Global),,(58 Reviews),4
8062,Farmson Pharmace...,Vadodara + 2 more,52 years old,501-1k Employees (India),,(58 Reviews),3.7
8063,HMD Global,Private,Espoo + 24 more,6 years old,501-1k Employees (Global),(58 Reviews),4
8064,TARV TECHNOLOGIE...,Public,"Chennai,Tamil Nadu + 15 more",15 years old,1k-5k Employees (Global),(58 Reviews),3.7
8065,Premier Energies,Hyderabad/Secunderabad + 3 more,201-500 Employees (India),,,(58 Reviews),4.2
8066,Noccarc Robotics,Private,"Pune,Maharashtra",5 years old,51-200 Employees (India),(58 Reviews),4.7
8067,Ashima Group,Public,"Ahmedabad,Gujarat + 2 more",40 years old,501-1k Employees (India),(58 Reviews),4.1
8068,Cyntexa,Private,"San Francisco,California",4 years old,201-500 Employees (India),(58 Reviews),4.9
8069,KHY ELECTRONIC,Noida + 2 more,11-50 Employees (India),,,(58 Reviews),3.9
8070,Accentuate Techn...,Bengaluru/Bangalore + 8 more,,,,(58 Reviews),4.3
8071,Stallion Group,Private,Lagos + 9 more,53 years old,5k-10k Employees (Global),(69 Reviews),3.7
8072,Electronic Arts,Private,Redwood City,40 years old,1k-5k Employees (India),(67 Reviews),4.1
8073,Equifax,Public,"Atlanta,Georgia + 5 more",12 years old,201-500 Employees (India),(60 Reviews),3.9
8074,Grundfos Pumps,Private,"Bjerringbro,Middle Jutland + 9 more",77 years old,201-500 Employees (India),(57 Reviews),4.1
8075,Regenersis,Private,Tonbridge + 9 more,43 years old,501-1k Employees (India),(57 Reviews),4
8076,Ace Pipeline Con...,Mumbai + 11 more,33 years old,51-200 Employees (India),,(57 Reviews),4.2
8077,Don Bosco,Private,New Delhi + 21 more,42 years old,201-500 Employees (India),(57 Reviews),4.5
8078,Concept Pharmace...,Mumbai + 10 more,38 years old,11-50 Employees (India),,(57 Reviews),3.2
8079,National Oilwell...,Houston + 8 more,181 years old,51-200 Employees (India),,(57 Reviews),4
8080,VST Motors,Private,Chennai + 9 more,73 years old,1k-5k Employees (India),(57 Reviews),3.9
8081,Systematix Infot...,Private,"Indore,Madhya Pradesh + 1 more",17 years old,51-200 Employees (India),(57 Reviews),3.8
8082,GD Goenka Intern...,Surat + 6 more,,,,(57 Reviews),4.1
8083,Kintetsu World E...,Private,Tokyo + 16 more,25 years old,201-500 Employees (India),(57 Reviews),4.1
8084,Thrillophilia,Private,"Jaipur,Rajasthan + 2 more",12 years old,201-500 Employees (India),(57 Reviews),3.5
8085,Element14,Private,"Singapore,Singapore + 5 more",15 years old,201-500 Employees (India),(57 Reviews),4.4
8086,Reinforced Earth,Private,Rueil-Malmaison + 8 more,16 years old,201-500 Employees (India),(57 Reviews),3.8
8087,Vritti Solutions,Public,"Pune,Maharashtra + 11 more",17 years old,201-500 Employees (India),(57 Reviews),3.5
8088,Deepak Foundatio...,NGO/NPO,"Vadodara/Baroda,Gujarat + 7 more",40 years old,201-500 Employees (India),(57 Reviews),4
8089,Delhi Developmen...,Private,New Delhi + 3 more,65 years old,10k-50k Employees (Global),(57 Reviews),4.1
8090,Andhra Petrochem...,Public,Tanuku + 1 more,38 years old,501-1k Employees (India),(57 Reviews),4.5
8091,Edelweiss Agri V...,Mumbai + 23 more,8 years old,,,(57 Reviews),4.4
8092,Go Colors,"Chennai,Tamil Nadu + 17 more",12 years old,51-200 Employees (India),,(57 Reviews),4.5
8093,Rana Motors,New Delhi + 3 more,23 years old,51-200 Employees (India),,(57 Reviews),4.3
8094,Associated Power...,Vadodara + 10 more,26 years old,501-1k Employees (India),,(57 Reviews),4.2
8095,Kmg Infotech,"Melville,New York + 1 more",32 years old,51-200 Employees (India),,(57 Reviews),3.6
8096,Post Graduate In...,Private,Chandigarh + 4 more,501-1k Employees (Global),,(57 Reviews),4.2
8097,Boutique Interna...,Noida + 11 more,39 years old,51-200 Employees (India),,(57 Reviews),3.6
8098,Swarna Pragati H...,Nagpur + 17 more,13 years old,51-200 Employees (India),,(57 Reviews),4.3
8099,People Prime Wor...,Hyderabad + 3 more,10 years old,51-200 Employees (India),,(57 Reviews),3.8
8100,Jayabheri Automo...,Hyderabad + 3 more,35 years old,201-500 Employees (India),,(57 Reviews),4
8101,Destimoney Secur...,Private,"Mumbai,Maharashtra + 20 more",16 years old,1k-5k Employees (Global),(57 Reviews),2.9
8102,Govt of Karnatak...,Public,Bengaluru + 13 more,66 years old,1 Lakh+ Employees (Global),(57 Reviews),4.2
8103,Excellon Softwar...,Private,Nagpur,22 years old,201-500 Employees (India),(57 Reviews),3.3
8104,THE Gate Academy,Private,"Bangalore,Karnataka + 12 more",13 years old,51-200 Employees (Global),(57 Reviews),3.8
8105,Grazitti Interac...,Private,"Panchkula,Haryana + 2 more",14 years old,201-500 Employees (India),(57 Reviews),4.5
8106,Zillion Infrapro...,Private,New Delhi + 8 more,47 years old,51-200 Employees (India),(57 Reviews),3.6
8107,Vasu Healthcare,Private,"Vadodara/Baroda,Gujarat + 8 more",42 years old,51-200 Employees (India),(57 Reviews),4.4
8108,Oil Field Instru...,Mumbai + 8 more,30 years old,501-1k Employees (India),,(57 Reviews),3.1
8109,InterGlobe Enter...,Private,"Gurgaon/Gurugram,Haryana + 12 more",33 years old,201-500 Employees (India),(57 Reviews),3.9
8110,Dr. Amin Control...,Mumbai + 13 more,47 years old,51-200 Employees (India),,(57 Reviews),3.8
8111,Nestor Pharmaceu...,Public,New Delhi + 6 more,105 years old,51-200 Employees (India),(57 Reviews),3.8
8112,Sitec Labs,Private,"Navi Mumbai,Maharashtra",22 years old,51-200 Employees (India),(57 Reviews),4.1
8113,Go Go Internatio...,Bengaluru + 5 more,39 years old,1k-5k Employees (India),,(57 Reviews),4.3
8114,Design cafe,Private,"Bangalore,Karnataka + 4 more",7 years old,501-1k Employees (India),(57 Reviews),3.5
8115,Tbs India Telema...,Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,51-200 Employees (India),(57 Reviews),4
8116,Magnaquest Techn...,Private,"Hyderabad,Telangana + 3 more",26 years old,201-500 Employees (India),(57 Reviews),3.6
8117,SAL STEEL,Public,"Gurgaon/Gurugram,Haryana + 1 more",19 years old,201-500 Employees (India),(57 Reviews),3.8
8118,Tex Corp.,Public,"Gurgaon/Gurugram,Haryana + 5 more",35 years old,201-500 Employees (India),(57 Reviews),3.4
8119,Ravindu Toyota,Private,Bangalore + 1 more,25 years old,51-200 Employees (India),(57 Reviews),3.4
8120,Maven Infotech,Private,"Kolkata,West Bengal",14 years old,11-50 Employees (India),(57 Reviews),2.5
8121,Ashtech  INDIA,Private,Mumbai + 8 more,28 years old,51-200 Employees (India),(57 Reviews),3.8
8122,IPAC,Private,Fremont + 8 more,11-50 Employees (Global),,(57 Reviews),3.7
8123,1ne Click Online,Private,Gurgaon + 13 more,8 years old,51-200 Employees (India),(57 Reviews),2.4
8124,Saya homes,Ghaziabad + 3 more,22 years old,201-500 Employees (India),,(57 Reviews),3.5
8125,Sujan Cooper Sta...,Pune + 5 more,51-200 Employees (India),,,(57 Reviews),3.5
8126,Rain Cii Carbon ...,Private,Visakhapatnam + 2 more,24 years old,1k-5k Employees (India),(57 Reviews),3.9
8127,Emmennar Pharma,Hyderabad + 5 more,17 years old,51-200 Employees (India),,(57 Reviews),4.2
8128,Metaminds Softwa...,Private,Hyderabad + 2 more,22 years old,51-200 Employees (India),(57 Reviews),3
8129,Regenersis,Private,Tonbridge + 9 more,43 years old,501-1k Employees (India),(57 Reviews),4
8130,JSS Medical Rese...,Saint-Laurent + 11 more,37 years old,201-500 Employees (India),,(57 Reviews),3.6
8131,Don Bosco,Private,New Delhi + 21 more,42 years old,201-500 Employees (India),(57 Reviews),4.5
8132,Schenck Rotec,Private,Darmstadt + 7 more,27 years old,51-200 Employees (India),(57 Reviews),4.5
8133,Concept Pharmace...,Mumbai + 10 more,38 years old,11-50 Employees (India),,(57 Reviews),3.2
8134,Excellon Softwar...,Private,Nagpur,22 years old,201-500 Employees (India),(57 Reviews),3.3
8135,Associated Power...,Vadodara + 10 more,26 years old,501-1k Employees (India),,(57 Reviews),4.2
8136,Sietz Technologi...,Private,Faridabad + 3 more,25 years old,201-500 Employees (India),(57 Reviews),4.1
8137,Asit C Mehta Inv...,Private,"Mumbai,Maharashtra + 9 more",37 years old,51-200 Employees (India),(57 Reviews),3.5
8138,National Oilwell...,Houston + 8 more,181 years old,51-200 Employees (India),,(57 Reviews),4
8139,Grundfos Pumps,Private,"Bjerringbro,Middle Jutland + 9 more",77 years old,201-500 Employees (India),(57 Reviews),4.1
8140,Tex Corp.,Public,"Gurgaon/Gurugram,Haryana + 5 more",35 years old,201-500 Employees (India),(57 Reviews),3.4
8141,SIP Academy,Private,Chennai + 20 more,19 years old,201-500 Employees (India),(57 Reviews),4.4
8142,Shree Bharat Int...,Private,Noida + 3 more,36 years old,1k-5k Employees (India),(57 Reviews),4.3
8143,On Demand Agilit...,Private,King Of Prussia + 3 more,16 years old,201-500 Employees (India),(57 Reviews),3.8
8144,Enlist Managemen...,Chennai + 12 more,18 years old,201-500 Employees (India),,(57 Reviews),3.7
8145,Sitec Labs,Private,"Navi Mumbai,Maharashtra",22 years old,51-200 Employees (India),(57 Reviews),4.1
8146,Asianlak Health ...,Public,Ludhiana + 8 more,28 years old,51-200 Employees (India),(57 Reviews),3.1
8147,Pathfinder Educa...,Kolkata + 8 more,32 years old,51-200 Employees (India),,(57 Reviews),3.1
8148,Dr. Amin Control...,Mumbai + 13 more,47 years old,51-200 Employees (India),,(57 Reviews),3.8
8149,Public Health Fo...,"Delhi/NCR,Delhi + 11 more",16 years old,501-1k Employees (India),,(57 Reviews),4
8150,Remsons Industri...,Public,Mumbai + 5 more,63 years old,201-500 Employees (India),(57 Reviews),3.9
8151,S10 Healthcare S...,Private,Chennai,9 years old,201-500 Employees (India),(57 Reviews),3.6
8152,Salasar Techno E...,Public,New Delhi + 8 more,16 years old,51-200 Employees (India),(57 Reviews),3.7
8153,Varsity Educatio...,"Hyderabad,Telangana + 10 more",11 years old,5k-10k Employees (India),,(57 Reviews),3.9
8154,M.B.A Consulting...,Private,Noida + 3 more,9 years old,501-1k Employees (Global),(57 Reviews),3.4
8155,D-VoiS Communica...,Private,Bengaluru + 9 more,16 years old,51-200 Employees (India),(57 Reviews),3.9
8156,RACL Geartech,Public,Noida + 3 more,33 years old,201-500 Employees (India),(57 Reviews),4
8157,Infiniminds,Bengaluru + 14 more,8 years old,51-200 Employees (India),,(57 Reviews),3.7
8158,Sud Chemie,Private,New Delhi + 3 more,53 years old,501-1k Employees (India),(57 Reviews),4.4
8159,Vasu Healthcare,Private,"Vadodara/Baroda,Gujarat + 8 more",42 years old,51-200 Employees (India),(57 Reviews),4.4
8160,Amzone,Mumbai + 23 more,51-200 Employees (India),,,(57 Reviews),3.5
8161,iPlaceUSA,Private,"McLean,Virginia",16 years old,501-1k Employees (India),(57 Reviews),3.5
8162,Presidency Schoo...,Bengaluru + 8 more,46 years old,,,(57 Reviews),4.1
8163,Oil Field Instru...,Mumbai + 8 more,30 years old,501-1k Employees (India),,(57 Reviews),3.1
8164,InterGlobe Enter...,Private,"Gurgaon/Gurugram,Haryana + 12 more",33 years old,201-500 Employees (India),(57 Reviews),3.9
8165,Jubilant Motorwo...,Bengaluru + 6 more,13 years old,201-500 Employees (India),,(57 Reviews),3.9
8166,Boutique Interna...,Noida + 11 more,39 years old,51-200 Employees (India),,(57 Reviews),3.6
8167,Destimoney Secur...,Private,"Mumbai,Maharashtra + 20 more",16 years old,1k-5k Employees (Global),(57 Reviews),2.9
8168,DEVU TOOLS,Private,Mumbai + 1 more,29 years old,51-200 Employees (India),(57 Reviews),4.4
8169,Capstone Securit...,Private,"Pune,Maharashtra",18 years old,201-500 Employees (India),(57 Reviews),4.1
8170,Margdarshak Fina...,Private,Lucknow + 20 more,15 years old,51-200 Employees (India),(57 Reviews),3.5
8171,Ecolog Internati...,Private,Düsseldorf + 1 more,19 years old,10k-50k Employees (Global),(57 Reviews),4.8
8172,Ikon Retail,Private,New Delhi + 8 more,16 years old,11-50 Employees (India),(57 Reviews),3.6
8173,Tokai Rika Minda,Private,Oguchi + 4 more,74 years old,51-200 Employees (India),(57 Reviews),4.1
8174,Sunstar Precisio...,Greater Noida + 3 more,17 years old,,,(57 Reviews),4.4
8175,Ashtech  INDIA,Private,Mumbai + 8 more,28 years old,51-200 Employees (India),(57 Reviews),3.8
8176,Vritti Solutions,Public,"Pune,Maharashtra + 11 more",17 years old,201-500 Employees (India),(57 Reviews),3.5
8177,Deepak Foundatio...,NGO/NPO,"Vadodara/Baroda,Gujarat + 7 more",40 years old,201-500 Employees (India),(57 Reviews),4
8178,Delhi Developmen...,Private,New Delhi + 3 more,65 years old,10k-50k Employees (Global),(57 Reviews),4.1
8179,Secure Parking S...,Private,Mumbai + 10 more,43 years old,1k-5k Employees (India),(57 Reviews),4.7
8180,Lancers Internat...,Private,"Gurgaon/Gurugram,Haryana",13 years old,11-50 Employees (India),(57 Reviews),3.3
8181,Merit Group,Private,London + 2 more,19 years old,1k-5k Employees (Global),(57 Reviews),4
8182,Birla Open Minds...,Private,"Mumbai,Maharashtra + 13 more",12 years old,51-200 Employees (Global),(57 Reviews),3.6
8183,Airproducts,Public,"Trexlertown,PA + 3 more",82 years old,10k+ Employees (Global),(57 Reviews),4
8184,Haribhakti & Co....,Mumbai + 10 more,,,,(57 Reviews),2.3
8185,Healthium Medtec...,Private,"Bangalore/Bengaluru,Karnataka + 8 more",30 years old,201-500 Employees (India),(57 Reviews),4.1
8186,Innoval Digital ...,Private,"Trivandrum/Thiruvananthapuram,Kerala + 1 more",25 years old,201-500 Employees (India),(57 Reviews),4.6
8187,Digikredit Finan...,"Mumbai,Maharashtra + 15 more",8 years old,51-200 Employees (India),,(57 Reviews),3.6
8188,TDI Internationa...,Private,"Delhi/NCR,Delhi + 10 more",36 years old,501-1k Employees (India),(57 Reviews),3.8
8189,Sahara Hospital,Private,"Lucknow,Uttar Pradesh + 6 more",13 years old,501-1k Employees (India),(57 Reviews),4.3
8190,Anupam Industrie...,Private,Anand + 7 more,49 years old,201-500 Employees (India),(57 Reviews),3.9
8191,Darwinbox,Private,"Hyderabad,Telangana + 5 more",7 years old,201-500 Employees (India),(57 Reviews),3.5
8192,Nagravision,Private,Cheseaux-sur-Lausanne + 2 more,15 years old,201-500 Employees (India),(57 Reviews),3.4
8193,Hindustan Shipya...,Public,Visakhapatnam + 3 more,81 years old,1k-5k Employees (India),(57 Reviews),4.4
8194,Srijan Realty,Kolkata,19 years old,501-1k Employees (India),,(57 Reviews),3.4
8195,Asian Institute ...,Private,"Hyderabad/Secunderabad,Telangana",28 years old,501-1k Employees (India),(57 Reviews),4.3
8196,Sietz Technologi...,Private,Faridabad + 3 more,25 years old,201-500 Employees (India),(57 Reviews),4.1
8197,Ingenero Technol...,Private,"Houston,Texas + 1 more",20 years old,201-500 Employees (India),(57 Reviews),4.5
8198,ERA's Lucknow Me...,Private,Lucknow,21 years old,201-500 Employees (India),(57 Reviews),3.9
